id_match,A0004,A0509,A1014,A1519,A2024,A2529,A3034,A3539,A4044,A4549,A5054,A5559,A6064,A65PL,pop,pseektrtdisp10x10,pseektrthc10x10,pseektrthosp10x10,ssatrtmindisp10x10,ssatrtminhc10x10,ssatrtminhosp10x10,iso,country,admin_name,admin_type
401,25604.9391584396,26432.2971690893,20537.1536406279,13804.3288305402,9816.97306701541,7023.46071860195,7372.15609076619,5570.6000969559,6574.30957901478,4778.70705790818,3583.6280785799,1693.55729565024,3021.49305863678,3977.07323874533,87753.4407530427,0.5,0.5,0.5,274.518957556932,276.64897689868,587.884519694449,TCD,Chad,Borkou,Region
251,272686.20620203,246671.123759151,228181.797356248,189840.956316471,173489.431696177,145997.412136674,122900.073439777,120719.281673849,93101.3868703246,74294.6296971441,60106.7576403618,45480.2059979141,44983.3645551205,98461.3234780431,1397556.6208581,0.5,0.5,0.5,351.317582034349,351.937719363605,209.348034697939,SDN,Sudan,River Nile,State
455,15367.8312392553,12286.8565310044,10050.7015694274,8447.97386982016,7071.43229586934,6026.98070372676,4999.92505496452,3988.08359907194,2994.63370317176,2256.03159071562,1827.21253129647,1558.03989672267,1153.86818224132,2195.56701645717,52570.4500134852,0.546635645674542,0.553976808180356,0.569346177111791,140.763901326273,159.53168061006,184.299082828315,MLI,Mali,Kidal,Region
11,20049.2283213139,22028.623606801,17998.1305543184,12968.8731474876,13897.3013335467,10576.0086482763,10993.9415000677,9083.60177391767,7125.83884239197,5758.88263314963,5980.29873096943,3024.19830182194,2436.92650440335,3478.4162003994,103322.41817075,0.5,0.5,0.5,58.8342453781649,121.021909682611,70.6708242104635,MRT,Mauritania,Dakhlet-Nouadhibou,Region
21,1824.75815922022,2453.93153434992,2054.82029253244,1294.6463868022,1166.58530148864,963.970149070025,1125.87903490663,741.707604557276,569.184764161706,667.196083575487,889.946729928255,401.133538901806,607.052563205361,1043.80587223172,11525.9283213615,0.5,0.5,0.5,98.715786351098,155.033876247217,79.094791170617,MRT,Mauritania,Inchiri,Region
404,9336.87713742256,9640.67472243309,7502.62055432797,5036.27748835087,3587.12119674683,2553.83174651861,2687.69828021526,2025.37221860886,2395.78671634197,1739.60210895538,1309.46433481574,614.427613288164,1105.08214625716,1450.07272955775,32007.3571339846,0.5,0.5,0.5,309.086779518106,307.314569313677,542.582511735085,TCD,Chad,Ennedi Ouest,Region
403,30123.3501758575,31097.8450982571,24214.6872981787,16278.882181406,11605.9561306834,8291.76681035757,8701.58168166876,6564.71756359935,7721.53078252077,5615.05149391294,4219.8696783483,1989.74116043746,3557.33858850598,4688.55504903197,103449.678418651,0.5,0.5,0.5,615.290863082327,614.50737483337,587.376864472256,TCD,Chad,Ennedi Est,Region
243,486244.606701851,501995.045008659,394224.581765175,313630.861663342,264189.112062454,228790.378708839,198570.306241512,159323.79212141,118917.690592289,66305.4691331387,57940.3070334196,34494.8054127693,40517.9422525168,70880.4151146412,1947785.66210151,0.5,0.5,0.5,684.818864299012,686.347066434307,738.112399107104,SDN,Sudan,North Darfur,State
39,14921.2519822707,20796.8895647549,20487.352894657,12827.6997912972,10234.2136473839,7901.65970246266,7282.04039993141,6415.46323870311,5178.31648960524,5178.46064285086,4916.32983581714,2724.76850635124,4539.06053748473,9439.14069986883,97124.5063864134,0.5,0.5,0.5,282.811037388241,264.03548472618,269.553140801878,MRT,Mauritania,Tagant,Region
456,135408.372288114,108463.837247283,88489.3623780052,73639.1744795661,61539.497398911,52623.044952102,43720.1802586275,34910.4704883732,26215.7565526971,19769.7069429902,16102.7713801424,13667.696669019,10171.7734518922,19229.4421488652,460078.877101191,0.552160143356217,0.558501094138181,0.579346838648672,87.1945251719411,110.1012619914,115.212403707685,MLI,Mali,Gao,Region
18,111877.490066528,121771.744858265,99896.8960967064,79913.6001620293,67914.8322478533,46225.0312834978,43391.7151580453,35800.8786210418,35869.7447026968,28202.5588485003,27851.443816483,16025.0613272786,15406.1163825989,33041.1503055096,529539.028952241,0.500686659913448,0.50053576259386,0.500351990581978,73.7516695723256,79.6999256436314,45.38070753603,MRT,Mauritania,Trarza,Region
654,895323.220470906,833679.973092079,644801.837379456,258533.424954176,205307.999963284,213479.616467238,200757.289149642,151687.939588428,127121.711756468,122460.405377805,134833.928656817,73478.4873766899,85817.6032831073,138861.933390558,2357142.17734367,0.500175785342729,0.500131691067184,0.500208807528806,98.7194777771553,101.085526217577,161.708306152565,NER,Niger,Tahoua,Region
10,77383.6973905563,85236.8773670197,68462.3361201287,38746.5400612354,29286.5215060711,23708.0228645802,21513.1884946823,18827.2297478914,14687.2298365831,11393.5230645537,14479.7509794235,11635.3846828938,10553.2022202015,21467.8604838848,284760.79006213,0.501161093061621,0.500061993297254,0.500139634717595,29.3867076390791,33.8444724812262,24.6290260939469,MRT,Mauritania,Brakna,Region
9,75173.5107450485,82966.9433307648,63739.8827733994,45884.8065652847,29786.0622963905,22959.8207633495,19920.5412602425,19956.5286581516,14061.8037369251,15436.4741419554,15054.200812459,7900.49501699209,9320.59794723988,18704.1008477211,282725.314820111,0.500296421467312,0.500374584848231,0.500509854202921,66.4305852394796,117.289273538373,114.18264631267,MRT,Mauritania,Assaba,Region
22,92355.0595703125,86594.8251953125,75503.2465820313,72745.2001953125,78201.9130859375,54969.638671875,45474.8227539063,35788.6569824219,30457.3098144531,24083.4445800781,21754.2783203125,13783.6481933594,11276.3302001953,16792.4290771484,480830.918457031,0.5,0.5,0.5,1.11945885047317,1.18244042620063,1.60977002978325,MRT,Mauritania,Nouakchott,Region
649,126063.447622418,148422.117567539,103911.935073733,38464.7464184463,33141.1402855516,42857.3222480416,34981.6097937524,29407.9196508527,24409.074039638,13263.1264738888,20828.0750816167,8437.14803338796,12382.4864470512,17077.3092033416,379161.892749302,0.500423868452262,0.500462811423373,0.500037537440995,131.190734194044,130.366507132753,327.788469744289,NER,Niger,Diffa,Region
151,243381.607288361,205756.903152466,168885.118690491,154844.895626068,144658.435947418,132845.01099205,129239.907964706,92951.9128684998,55008.1448450089,36742.8509225845,32696.0090503693,28212.4414606094,23862.8828525543,40747.2532916069,1040694.86451197,0.440770629062956,0.479833437271727,0.4704723038896,214.390553357554,301.47471465877,173.619031064581,ERI,Eritrea,Semenawi Keih Bahri,Region
38,65304.9621372223,73821.2499685288,51435.3317518234,31438.4606747627,25552.0121686459,22319.5743902922,19534.601619482,20372.6749310493,14843.9819430113,14855.9834179878,14995.6233869791,8090.9441934824,10200.439914763,18717.1239266396,252356.752318919,0.500334899768892,0.500302312420864,0.500428790555281,45.8723340787591,85.3917684843338,64.3864772585455,MRT,Mauritania,Hodh El Gharbi,Region
146,128557.842315674,108766.191581726,89344.3612060547,81906.8860473633,76453.4064826966,70175.339378357,68272.3113441467,49114.5949611664,29117.3614435196,19431.1717309952,17313.8916721344,14904.9317679405,12624.5341358185,21548.8251543045,550207.615324497,0.443492086037346,0.48342458028642,0.454161780339385,262.843696179597,272.509288977063,308.736691433614,ERI,Eritrea,Anseba,Region
656,1051324.97492743,952157.808002472,606213.607676506,265266.326372266,235753.362696052,255523.572289705,213721.274312437,174348.274486601,148137.155448914,100624.936231643,177677.659586847,79203.8001588881,102331.679693759,165177.940995932,2523979.58994955,0.500577482446525,0.500478668689728,0.499835978661265,45.3773998995384,45.5627270714556,135.933795471009,NER,Niger,Zinder,Region
233,324386.310998917,373329.761640549,365952.228586197,313886.785356522,228296.764233589,177660.156446457,171021.835205078,146267.046627998,139229.749089241,81393.905251503,84259.778626442,43278.016256094,49164.876919508,72533.096265316,1872944.23886395,0.499572113609314,0.499864414716378,0.4998476165705,145.323268444061,145.56097740317,101.675996204376,SDN,Sudan,Kassala,State
16,71983.7102665901,85588.5759282112,69792.759716034,45688.3150305748,26940.8333148956,18167.1045376062,19185.491163373,20286.7724660635,16793.1635588408,12724.2685703635,15488.4274088144,9424.33705288172,8331.79149574041,16403.6925003529,279226.956815541,0.500946886792328,0.499601448665966,0.499793724038384,37.8966483824181,77.7022452845718,81.6820287355563,MRT,Mauritania,Gorgol,Region
412,98562.9257767201,101724.295062065,79033.9158654213,53082.7420959473,37839.0543736219,26990.6496443748,28337.4500002861,21372.5409681201,25284.9015726447,18326.572470367,13805.9857865572,6472.81931254268,11628.0692675412,15238.7361883521,337413.437545776,0.5,0.5,0.5,52.4340346028323,54.3397532483524,199.162815775554,TCD,Chad,Kanem,Region
370,180385.663578034,182472.138660431,156171.191659927,124599.747804642,93928.731423378,72518.9686555862,64724.386212349,50081.0161175728,46967.2678904534,34731.5451908112,30711.7779815197,19985.2026417255,20626.3648433685,43536.9797759056,758583.180197239,0.54906989177879,0.51374980010967,0.496247727619974,17.0330482750523,37.7104585574947,30.9387001285748,SEN,Senegal,Saint-Louis,Region
242,864991.817378998,762433.390213013,739632.852798462,689725.490020752,816021.449182511,625987.89884758,472739.990050316,450945.869273186,330577.551159859,262819.473078728,207609.829754353,139304.20708704,123703.67707181,225949.674543858,5085017.96286845,0.5,0.5,0.5,102.513415169231,102.978247715124,59.6415728871714,SDN,Sudan,Khartoum,State
244,521816.817325592,540744.097257614,399725.125664711,308309.756393433,258657.566634178,247794.295071602,206132.44623518,191907.8357234,139347.025910378,94479.8124563694,78263.0244107247,67726.769656539,66174.4742797613,124363.872658014,2182882.00509429,0.5,0.5,0.5,407.72830088148,407.901949928814,394.147767136729,SDN,Sudan,North Kordofan,State
149,219526.100341797,185415.608592987,152280.107130051,139589.173929215,130366.603488922,119644.054920197,116360.139793396,83659.5142288208,49529.6749267578,33102.9628252983,29500.1581983566,25440.4050512314,21528.294711113,36818.6965885162,937819.785791874,0.443269971417792,0.483517361905775,0.486025768914834,102.163979575075,114.604463572573,91.5553462818117,ERI,Eritrea,Gash Barka,Region
