admin2_code,0,1,10,15,20,25,30,35,40,45,5,50,55,60,65,70,75,80
,3781.0375443762,14973.9470801824,16192.0714703567,14345.0450319742,12834.0760148973,10962.057403862,8304.83336507989,7308.6257027541,6688.43862924157,5242.39090672522,17648.453337959,4257.43169273065,3467.35813632939,2793.0530875956,1808.6571899132,1099.95203777788,511.966903334746,630.043214631565
10101867,7036.96943961122,24715.7266516266,33598.9018619368,26300.2497788847,23266.3264788834,23890.5994027794,16929.7611929348,15379.5556971869,14117.5938585164,8307.66189949494,33885.1472419568,8119.18567493308,6892.72624061117,6189.03642951907,3050.61178925986,2283.90972609044,987.563097540624,1509.14244882632
10101868,1059.31431021949,3720.12985378504,5058.02273513842,3959.06458719773,3502.02245169599,3596.41050176602,2548.48925825697,2315.3247227557,2125.34234891227,1250.52921324212,5100.74656217499,1222.23556698719,1037.7701583216,931.764286927763,459.227872588323,343.757517055608,148.562946870923,227.199650608352
10101873,9412.9770959458,41066.314150299,41641.6039885865,36191.0515610834,37773.5512893666,31525.6081902937,23370.9977626724,17924.2999397909,16445.9761372756,12305.7933341394,48310.5464015463,10702.6677343249,6309.99269539886,6664.51728392858,4042.1707663085,3950.2636689475,3044.60839264953,1675.34559052582
10101866,8464.77122607664,29733.7228708339,40415.0950649465,31637.6917385929,27989.0611657847,28736.7066227305,20364.6227002069,18499.1078691813,16980.5291887142,9993.87476580939,40761.9324121079,9766.44822600531,8290.04938905698,7443.82792010659,3669.53624111641,2747.55940150222,1188.38033564328,1815.12081012585
10101869,3689.66535449028,12957.4708371162,17617.4447637796,13789.6970947981,12197.7875829935,12526.5477221012,8876.56518134475,8064.43694421649,7402.71509942413,4355.68016651273,17766.2547396421,4257.13142479956,3614.62557500601,3245.39976812899,1599.52258852124,1197.331329301,517.455067355186,791.352168537676
10101865,7111.07474576123,25059.7632688601,33939.6536872741,26642.5953997895,23531.9855776923,24051.6902451403,17079.3020327538,15520.5526552666,14198.0592254782,8416.37708540354,34296.3155334853,8198.57740755892,6930.41377593158,6212.53377915919,3080.06606047577,2308.88437881134,997.487029135984,1514.52043250098
10101872,7846.67049614852,34250.95827589,34705.0640002899,30171.1850024108,31503.0584070552,26278.8182164691,19483.7276034262,14935.7589386283,13703.8983852975,10260.8120868434,40278.4555967897,8921.40280212136,5253.46694110241,5551.91645598714,3369.47243180336,3294.96057002619,2541.87012399535,1395.79734721873
10101911,5504.78208752693,23383.5256784759,25614.4427970413,23640.6385680183,19282.4335332306,14461.1871601662,11916.2560958967,11005.9068714635,7819.59681154671,7510.07707962149,29094.062047011,6063.61180974101,3712.42534975222,2869.06083587217,2261.13908595152,1845.72846214905,781.261910998706,684.100207740987
10101870,5428.05771969818,23693.5086481124,24016.3133144379,20885.2651972845,21780.9029655159,18164.617002815,13471.1661204994,10334.1709847264,9476.53869402036,7103.25882789865,27869.5341499299,6172.08599258959,3635.67463975213,3838.10123058222,2331.77012350038,2277.52141391393,1754.06146546919,964.429471189156
10101913,5083.28603785858,21655.6674445122,23642.1821468025,21876.2548020035,17824.196784094,13291.1449829414,10984.4155540168,10147.1463456899,7172.3032598719,6950.40698853135,26905.650181666,5595.01275222376,3402.3391905874,2619.6354972329,2086.13791722618,1705.57088233437,722.134139748756,624.253381744027
10101912,4156.18666674267,17706.8933329945,19330.660763897,17888.3796533095,14572.41843017,10864.1286062389,8979.90345401969,8296.44475350855,5862.50920689781,5683.19762787549,21999.6363984747,4574.4166193076,2781.36269770842,2140.85626179655,1705.58342211111,1394.31267483544,589.982249394612,510.131293635146
10101871,6426.925700319,28056.946760688,28433.400525637,24721.6422239654,25798.7935820296,21523.3186206706,15956.6651089564,12234.0709866602,11229.7063592151,8411.57743545901,32996.5236526132,7309.449788264,4305.68395656534,4549.3414352322,2762.05348812277,2698.34558765823,2080.29795847461,1143.06631832174
10101914,8098.2257077992,34505.0196105391,37670.8817634583,34860.0387029052,28394.1043919921,21174.3893613145,17498.2720361501,16165.4333544672,11431.2188849561,11079.9970351979,42869.8023783118,8915.63157957792,5422.23111387156,4175.10481445305,3325.61124482006,2717.06717233919,1149.50454075076,994.316151106264
10101925,6056.56061048806,28340.6153627187,32270.5405197591,29830.6499733776,21117.9558531344,19797.9833458439,13791.8045434728,12139.2481890246,14363.7023207322,12933.3417770565,35045.0222290307,8448.33750245348,6080.01400138065,5708.61219979264,4151.6397545021,2203.31186422706,744.905806557741,965.328257257119
10101901,9955.959045575,40316.0911667682,38495.0976651274,35363.8045862168,37578.4117531255,27685.5030059107,21720.2069150712,20847.2530316748,17815.3630599976,13416.6242925171,41564.3176625371,10762.5116005968,10131.3958020434,6556.01960290875,3911.92507714545,2112.88543741521,1375.86041672842,1614.37688066321
10101917,9804.13968285732,41766.7730792165,45591.6205012798,42189.6153326929,34377.7044125944,25629.3421546817,21183.0108069629,19571.5938455574,13833.1458980069,13406.0373775214,51883.8181931302,10790.4215599187,6564.48552347254,5051.55514858198,4023.12304086611,3287.81386602856,1391.67108859355,1203.73750006035
10101916,7887.75182592124,33604.9492459595,36691.572704941,33952.4967708141,27653.3252155781,20627.3570735902,17042.2720288038,15744.5020632744,11141.4979892597,10795.8366926834,41748.6767379046,8684.14531721175,5283.55356582999,4069.04042622447,3239.92483040132,2645.79034294374,1119.21532311197,968.492588948924
10101902,2431.82351842523,9847.17057442665,9401.39693772793,8636.60883700848,9179.28991353512,6762.69339597225,5305.37216120958,5092.27739208937,4352.19461792707,3277.08510023356,10150.5075676441,2628.79694357515,2475.27135589719,1601.60610118508,955.489480882883,515.878509178758,336.058603808284,394.3920256719
10101904,1455.55446917051,5893.96924626071,5627.15393627517,5169.39430048259,5494.21300762077,4047.77259784628,3175.50104364479,3047.95437906322,2604.98191756476,1961.48109493702,6075.52996205201,1573.45181677921,1481.55992815696,958.632446049407,571.90292791056,308.776219942276,201.146012652574,236.061158010176
10101915,5484.65634823032,23351.3443994001,25459.5300620273,23558.2549121901,19245.5076233149,14346.7245981246,11850.3448795155,10953.2813838422,7759.93226729892,7498.24241840653,28958.8528534472,6034.3425230924,3691.74291156512,2833.65011495585,2249.66202263907,1832.04945409438,778.305355542339,675.450600219192
10101924,6025.96986946464,28167.2474909425,32062.2846338153,29640.7018995881,21008.0577184558,19645.5861538351,13711.088563025,12078.2024392039,14220.9595245272,12814.8835270852,34835.0015859008,8384.77268108726,6025.91442937404,5648.16986387968,4111.27284643799,2189.4426517114,740.825878386386,957.393922861666
10101903,6998.7912199907,28341.1103261858,27060.7320471369,24859.5260954238,26416.811443571,19462.2960740868,15268.774075048,14655.1448073611,12523.9316035975,9431.54351587314,29218.1628698073,7565.76847096067,7122.27993070334,4608.78475661716,2749.9778084131,1485.24884633743,967.193862227839,1134.88494920975
10101905,2913.40408849402,11773.3778292225,11369.2305509257,10469.7775460337,10932.0379144712,8094.51204973133,6308.84536796436,6011.72289453307,5170.01794502419,3918.36894867523,12269.2226666939,3149.5761215114,2954.096417194,1889.43647740688,1139.11268705368,635.75157831813,399.114153816103,463.282497229491
10101900,11565.6586638,46803.6089697629,44739.2660712153,41109.8296631202,43607.3563233763,32138.7550591864,25199.7194385696,24179.1173364036,20657.9607131667,15577.3101656232,48289.7449389882,12475.1936952835,11739.1275132988,7591.01904245047,4550.75043637352,2455.34175992734,1599.43397790066,1867.72383546119
10101908,3569.45049140253,14515.8102333886,16868.8803942795,16061.5259184763,12470.7176500002,10176.8969135808,7082.18566728011,5606.77539926127,5782.75924262276,4780.25001127494,18514.6505530425,4512.69797894836,3869.80792326119,1981.39362230309,1088.18844348719,1326.36730557308,360.769199857918,460.715574064248
